Corpus,Threat Model,LLM,Metric,Higher is Better,Slope,Slope Std,Slope HDI Lower,Slope HDI Upper,ROPE,Conclusion
EBG,roberta,gpt-4o,true_class_confidence,False,0.07822180049178086,0.0868306112160067,-0.09857267674064157,0.24288385837548016,0.008683061121600671,Inconclusive
EBG,roberta,gpt-4o,entropy,True,0.10622641330786643,0.07829966874768914,-0.04601881943543616,0.2582208139320208,0.007829966874768914,Inconclusive
EBG,roberta,gpt-4o,bertscore,True,-0.016319218785190288,0.027757624412396185,-0.07012104277323394,0.03888360792091218,0.002775762441239619,Inconclusive
EBG,roberta,gpt-4o,pinc,True,-0.004555793276538162,0.030425880378617633,-0.06331028576301914,0.05437565209223681,0.0030425880378617634,Inconclusive
RJ,logreg,gemma-2,binary_acc1,False,0.1265798643713819,0.35097863123816436,-0.5855782023495142,0.8075129231314322,0.035097863123816436,Inconclusive
RJ,logreg,gemma-2,binary_acc5,False,0.2022883717130752,0.2051102890055707,-0.20110227880932469,0.6105813397569574,0.020511028900557074,Inconclusive
RJ,logreg,gemma-2,true_class_confidence,False,0.09133972984769496,0.11544148845026168,-0.14838287045892742,0.30463597388585023,0.01154414884502617,Inconclusive
RJ,logreg,gemma-2,entropy,True,-0.02919062987890062,0.10853446904453198,-0.24274167864201618,0.18876550014972068,0.010853446904453199,Inconclusive
RJ,logreg,gemma-2,bertscore,True,0.05258540076569573,0.03508382772469868,-0.015995290534393133,0.12177478397741065,0.0035083827724698684,Inconclusive
RJ,logreg,gemma-2,pinc,True,-0.05192854422523497,0.03950897501604652,-0.12952971035116445,0.023510990355618426,0.003950897501604652,Inconclusive
RJ,svm,gemma-2,binary_acc1,False,0.12966096671564808,0.34177668614661744,-0.5254810169739604,0.8071334367432124,0.034177668614661746,Inconclusive
RJ,svm,gemma-2,binary_acc5,False,0.20149380714654458,0.2075642453912266,-0.21225078628477184,0.5988377828869973,0.02075642453912266,Inconclusive
RJ,svm,gemma-2,true_class_confidence,False,0.08943315663811256,0.11560790104660303,-0.14226703227295315,0.31345169029969916,0.011560790104660303,Inconclusive
RJ,svm,gemma-2,entropy,True,-0.02840083818147541,0.10989356162261661,-0.24290601294175818,0.18703801530904632,0.010989356162261661,Inconclusive
RJ,svm,gemma-2,bertscore,True,0.053519124670558145,0.03466696160072165,-0.019912487262020155,0.11684740613082842,0.003466696160072165,Inconclusive
RJ,svm,gemma-2,pinc,True,-0.052035282106966126,0.038839524904786926,-0.12943582285225336,0.0233214559957949,0.003883952490478693,Inconclusive
RJ,roberta,gemma-2,binary_acc1,False,0.12697115682961502,0.3499920670903807,-0.5770441721636776,0.826718537369541,0.034999206709038076,Inconclusive
RJ,roberta,gemma-2,binary_acc5,False,0.198592931023008,0.20378864673266578,-0.199503336063747,0.614658293559734,0.020378864673266578,Inconclusive
RJ,roberta,gemma-2,true_class_confidence,False,0.09141240409102383,0.11800519613994578,-0.13912781506807023,0.32266562773613866,0.01180051961399458,Inconclusive
RJ,roberta,gemma-2,entropy,True,-0.02840847391683292,0.11092067745106031,-0.24058163473947014,0.18876925619097168,0.011092067745106031,Inconclusive
RJ,roberta,gemma-2,bertscore,True,0.052888066224891846,0.034492734374093725,-0.017765540846852716,0.1177877879447555,0.0034492734374093727,Inconclusive
RJ,roberta,gemma-2,pinc,True,-0.05229874979230708,0.039718980565070915,-0.12974862640817314,0.025386988291708414,0.003971898056507091,Inconclusive
RJ,logreg,llama-3.1,binary_acc1,False,-0.16120823589882383,0.3851983610097623,-0.9576332728803274,0.5519369642114933,0.03851983610097623,Inconclusive
RJ,logreg,llama-3.1,binary_acc5,False,0.039252234845497246,0.19834288921726315,-0.34716551346831176,0.4235313598772872,0.019834288921726315,Inconclusive
RJ,logreg,llama-3.1,true_class_confidence,False,0.1930157005357235,0.1208238084838798,-0.052427807185492475,0.42005418312924525,0.012082380848387982,Inconclusive
RJ,logreg,llama-3.1,entropy,True,0.27391365947408597,0.11803570568363424,0.043680091979073465,0.5002896836001246,0.011803570568363425,Significant Improvement
RJ,logreg,llama-3.1,bertscore,True,-0.004670735492380993,0.03547425816564288,-0.07271682876271858,0.06742449440721655,0.0035474258165642883,Inconclusive
RJ,logreg,llama-3.1,pinc,True,0.015147491352213143,0.041268184796093156,-0.0633190865768773,0.09738595531732026,0.004126818479609316,Inconclusive
RJ,svm,llama-3.1,binary_acc1,False,-0.14768647792479497,0.37724620130771414,-0.929925657749265,0.5499068717626613,0.037724620130771415,Inconclusive
RJ,svm,llama-3.1,binary_acc5,False,0.039117069432464194,0.20280744297010547,-0.3585855534740054,0.4298673651871232,0.020280744297010548,Inconclusive
RJ,svm,llama-3.1,true_class_confidence,False,0.19062088880669706,0.12060513469526973,-0.04587422095295165,0.420987099018959,0.012060513469526975,Inconclusive
RJ,svm,llama-3.1,entropy,True,0.2715996305366329,0.11919819496095045,0.04391311380554699,0.5094073917587871,0.011919819496095045,Significant Improvement
RJ,svm,llama-3.1,bertscore,True,-0.005400781464751986,0.03508129906226728,-0.07248112158836055,0.06389723854623543,0.003508129906226728,Inconclusive
RJ,svm,llama-3.1,pinc,True,0.015204116119093026,0.041608008293943226,-0.0683988541200396,0.09351295691110294,0.004160800829394322,Inconclusive
RJ,roberta,llama-3.1,binary_acc1,False,-0.15444570415429007,0.3737443391186249,-0.8941919614901468,0.5935570970830468,0.037374433911862494,Inconclusive
RJ,roberta,llama-3.1,binary_acc5,False,0.04283264135030273,0.2047300896879602,-0.3564059728056461,0.4469706466909254,0.02047300896879602,Inconclusive
RJ,roberta,llama-3.1,true_class_confidence,False,0.18992385580117,0.11886595987777508,-0.031105545516488295,0.4245315187392262,0.011886595987777509,Inconclusive
